<<<<<<< HEAD
"name,imageBase64,operating_system,main_purpose,architecture,price,voting,discussion_id,company_id"
"AMD Ryzen 9 Processor,example,mac,gaming,AMD,550,4,0,0"
"AMD Ryzen 9 Processor,example,linux,gaming,AMD,550,8,0,0"
"Corsair 16GB Memory,example,windows,business,Intel,120,4,0,0"
"Corsair 16GB Memory,example,windows,scientific,Intel,120,4,0,0"
"Corsair 16GB Memory,example,windows,business,AMD,120,4,0,0"
"Corsair 16GB Memory,example,windows,scientific,AMD,120,4,0,0"
"Corsair 16GB Memory,example,mac,business,Intel,120,4,0,0"
"Corsair 16GB Memory,example,mac,scientific,Intel,120,4,0,0"
"Corsair 16GB Memory,example,mac,business,AMD,120,4,0,0"
"Corsair 16GB Memory,example,mac,scientific,AMD,120,4,0,0"
"Corsair 16GB Memory,example,linux,business,Intel,120,4,0,0"
"Corsair 16GB Memory,example,linux,scientific,Intel,120,4,0,0"
"Corsair 16GB Memory,example,linux,business,AMD,120,4,0,0"
"Corsair 16GB Memory,example,linux,scientific,AMD,120,4,0,0"
"Corsair 32GB Memory,example,windows,business,Intel,200,7,0,0"
"Corsair 32GB Memory,example,windows,scientific,Intel,200,7,0,0"
"Corsair 32GB Memory,example,windows,business,AMD,200,7,0,0"
"Corsair 32GB Memory,example,windows,scientific,AMD,200,7,0,0"
"Corsair 32GB Memory,example,mac,business,Intel,200,7,0,0"
"Corsair 32GB Memory,example,mac,scientific,Intel,200,7,0,0"
"Corsair 32GB Memory,example,mac,business,AMD,200,7,0,0"
"Corsair 32GB Memory,example,mac,scientific,AMD,200,7,0,0"
"Corsair 32GB Memory,example,linux,business,Intel,200,7,0,0"
"Corsair 32GB Memory,example,linux,scientific,Intel,200,7,0,0"
"Corsair 32GB Memory,example,linux,business,AMD,200,7,0,0"
"Corsair 32GB Memory,example,linux,scientific,AMD,200,7,0,0"
"Corsair 64GB Memory,example,windows,scientific,Intel,300,9,0,0"
"Corsair 64GB Memory,example,windows,gaming,Intel,300,9,0,0"
"Corsair 64GB Memory,example,windows,scientific,AMD,300,9,0,0"
"Corsair 64GB Memory,example,windows,gaming,AMD,300,9,0,0"
"Corsair 64GB Memory,example,mac,scientific,Intel,300,9,0,0"
"Corsair 64GB Memory,example,mac,gaming,Intel,300,9,0,0"
"Corsair 64GB Memory,example,mac,scientific,AMD,300,9,0,0"
"Corsair 64GB Memory,example,mac,gaming,AMD,300,9,0,0"
"Corsair 64GB Memory,example,linux,scientific,Intel,300,9,0,0"
"Corsair 64GB Memory,example,linux,gaming,Intel,300,9,0,0"
"Corsair 64GB Memory,example,linux,scientific,AMD,300,9,0,0"
"Corsair 64GB Memory,example,linux,gaming,AMD,300,9,0,0"
"HyperX 16GB Memory,example,windows,business,Intel,100,3,0,0"
"HyperX 16GB Memory,example,windows,scientific,Intel,100,3,0,0"
"HyperX 16GB Memory,example,windows,business,AMD,100,3,0,0"
"HyperX 16GB Memory,example,windows,scientific,AMD,100,3,0,0"
"HyperX 16GB Memory,example,mac,business,Intel,100,3,0,0"
"HyperX 16GB Memory,example,mac,scientific,Intel,100,3,0,0"
"HyperX 16GB Memory,example,mac,business,AMD,100,3,0,0"
"HyperX 16GB Memory,example,mac,scientific,AMD,100,3,0,0"
"HyperX 16GB Memory,example,linux,business,Intel,100,3,0,0"
"HyperX 16GB Memory,example,linux,scientific,Intel,100,3,0,0"
"HyperX 16GB Memory,example,linux,business,AMD,100,3,0,0"
"HyperX 16GB Memory,example,linux,scientific,AMD,100,3,0,0"
"HyperX 32GB Memory,example,windows,business,Intel,175,6,0,0"
"HyperX 32GB Memory,example,windows,scientific,Intel,175,6,0,0"
"HyperX 32GB Memory,example,windows,business,AMD,175,6,0,0"
"HyperX 32GB Memory,example,windows,scientific,AMD,175,6,0,0"
"HyperX 32GB Memory,example,mac,business,Intel,175,6,0,0"
"HyperX 32GB Memory,example,mac,scientific,Intel,175,6,0,0"
"HyperX 32GB Memory,example,mac,business,AMD,175,6,0,0"
"HyperX 32GB Memory,example,mac,scientific,AMD,175,6,0,0"
"HyperX 32GB Memory,example,linux,business,Intel,175,6,0,0"
"HyperX 32GB Memory,example,linux,scientific,Intel,175,6,0,0"
"HyperX 32GB Memory,example,linux,business,AMD,175,6,0,0"
"HyperX 32GB Memory,example,linux,scientific,AMD,175,6,0,0"
"HyperX 64GB Memory,example,windows,scientific,Intel,250,8,0,0"
"HyperX 64GB Memory,example,windows,gaming,Intel,250,8,0,0"
"HyperX 64GB Memory,example,windows,scientific,AMD,250,8,0,0"
"HyperX 64GB Memory,example,windows,gaming,AMD,250,8,0,0"
"HyperX 64GB Memory,example,mac,scientific,Intel,250,8,0,0"
"HyperX 64GB Memory,example,mac,gaming,Intel,250,8,0,0"
"HyperX 64GB Memory,example,mac,scientific,AMD,250,8,0,0"
"HyperX 64GB Memory,example,mac,gaming,AMD,250,8,0,0"
"HyperX 64GB Memory,example,linux,scientific,Intel,250,8,0,0"
"HyperX 64GB Memory,example,linux,gaming,Intel,250,8,0,0"
"HyperX 64GB Memory,example,linux,scientific,AMD,250,8,0,0"
"HyperX 64GB Memory,example,linux,gaming,AMD,250,8,0,0"
"Adata 256GB Solid Slate Drive,example,windows,business,Intel,50,3,0,0"
"Adata 256GB Solid Slate Drive,example,mac,business,Intel,50,3,0,0"
"Adata 256GB Solid Slate Drive,example,linux,business,Intel,50,3,0,0"
"Adata 256GB Solid Slate Drive,example,windows,business,AMD,50,3,0,0"
"Adata 256GB Solid Slate Drive,example,mac,business,AMD,50,3,0,0"
"Adata 256GB Solid Slate Drive,example,linux,business,AMD,50,3,0,0"
"Adata 512GB Solid Slate Drive,example,windows,business,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,mac,business,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,linux,business,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,windows,business,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,mac,business,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,linux,business,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,windows,scientific,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,mac,scientific,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,linux,scientific,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,windows,scientific,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,mac,scientific,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,linux,scientific,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,windows,gaming,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,mac,gaming,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,linux,gaming,Intel,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,windows,gaming,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,mac,gaming,AMD,70,5,0,0"
"Adata 512GB Solid Slate Drive,example,linux,gaming,AMD,70,5,0,0"
"Adata 1TB Solid Slate Drive,example,windows,scientific,Intel,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,mac,scientific,Intel,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,linux,scientific,Intel,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,windows,scientific,AMD,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,mac,scientific,AMD,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,linux,scientific,AMD,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,windows,gaming,Intel,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,mac,gaming,Intel,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,linux,gaming,Intel,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,windows,gaming,AMD,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,mac,gaming,AMD,170,8,0,0"
"Adata 1TB Solid Slate Drive,example,linux,gaming,AMD,170,8,0,0"
"Intel 256GB Solid Slate Drive,example,windows,business,Intel,60,4,0,0"
"Intel 256GB Solid Slate Drive,example,mac,business,Intel,60,4,0,0"
"Intel 256GB Solid Slate Drive,example,linux,business,Intel,60,4,0,0"
"Intel 256GB Solid Slate Drive,example,windows,business,AMD,60,4,0,0"
"Intel 256GB Solid Slate Drive,example,mac,business,AMD,50,60,4,0"
"Intel 256GB Solid Slate Drive,example,linux,business,AMD,60,4,0,0"
"Intel 512GB Solid Slate Drive,example,windows,business,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,mac,business,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,linux,business,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,windows,business,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,mac,business,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,linux,business,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,windows,scientific,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,mac,scientific,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,linux,scientific,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,windows,scientific,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,mac,scientific,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,linux,scientific,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,windows,gaming,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,mac,gaming,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,linux,gaming,Intel,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,windows,gaming,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,mac,gaming,AMD,85,6,0,0"
"Intel 512GB Solid Slate Drive,example,linux,gaming,AMD,85,6,0,0"
"Intel 1TB Solid Slate Drive,example,windows,scientific,Intel,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,mac,scientific,Intel,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,linux,scientific,Intel,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,windows,scientific,AMD,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,mac,scientific,AMD,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,linux,scientific,AMD,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,windows,gaming,Intel,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,mac,gaming,Intel,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,linux,gaming,Intel,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,windows,gaming,AMD,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,mac,gaming,AMD,200,9,0,0"
"Intel 1TB Solid Slate Drive,example,linux,gaming,AMD,200,9,0,0"
"Seagate 1TB Mechanical Drive,example,windows,business,Intel,50,5,0,0"
"Seagate 1TB Mechanical Drive,example,mac,business,Intel,50,5,0,0"
"Seagate 1TB Mechanical Drive,example,linux,business,Intel,50,5,0,0"
"Seagate 1TB Mechanical Drive,example,windows,business,AMD,50,5,0,0"
"Seagate 1TB Mechanical Drive,example,mac,business,AMD,50,5,0,0"
"Seagate 1TB Mechanical Drive,example,linux,business,AMD,50,5,0,0"
"Seagate 2TB Mechanical Drive,example,windows,business,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,mac,business,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,linux,business,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,windows,business,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,mac,business,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,linux,business,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,windows,scientific,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,mac,scientific,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,linux,scientific,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,windows,scientific,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,mac,scientific,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,linux,scientific,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,windows,gaming,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,mac,gaming,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,linux,gaming,Intel,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,windows,gaming,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,mac,gaming,AMD,75,7,0,0"
"Seagate 2TB Mechanical Drive,example,linux,gaming,AMD,75,7,0,0"
"Seagate 3TB Mechanical Drive,example,windows,scientific,Intel,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,mac,scientific,Intel,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,linux,scientific,Intel,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,windows,scientific,AMD,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,mac,scientific,AMD,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,linux,scientific,AMD,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,windows,gaming,Intel,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,mac,gaming,Intel,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,linux,gaming,Intel,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,windows,gaming,AMD,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,mac,gaming,AMD,100,9,0,0"
"Seagate 3TB Mechanical Drive,example,linux,gaming,AMD,100,9,0,0"
"Western Digital 1TB Mechanical Drive,example,windows,business,Intel,45,4,0,0"
"Western Digital 1TB Mechanical Drive,example,mac,business,Intel,45,4,0,0"
"Western Digital 1TB Mechanical Drive,example,linux,business,Intel,45,4,0,0"
"Western Digital 1TB Mechanical Drive,example,windows,business,AMD,45,4,0,0"
"Western Digital 1TB Mechanical Drive,example,mac,business,AMD,45,4,0,0"
"Western Digital 1TB Mechanical Drive,example,linux,business,AMD,45,4,0,0"
"Western Digital 2TB Mechanical Drive,example,windows,business,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,mac,business,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,linux,business,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,windows,business,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,mac,business,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,linux,business,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,windows,scientific,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,mac,scientific,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,linux,scientific,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,windows,scientific,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,mac,scientific,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,linux,scientific,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,windows,gaming,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,mac,gaming,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,linux,gaming,Intel,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,windows,gaming,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,mac,gaming,AMD,70,6,0,0"
"Western Digital 2TB Mechanical Drive,example,linux,gaming,AMD,70,6,0,0"
"Western Digital 3TB Mechanical Drive,example,windows,scientific,Intel,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,mac,scientific,Intel,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,linux,scientific,Intel,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,windows,scientific,AMD,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,mac,scientific,AMD,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,linux,scientific,AMD,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,windows,gaming,Intel,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,mac,gaming,Intel,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,linux,gaming,Intel,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,windows,gaming,AMD,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,mac,gaming,AMD,90,8,0,0"
"Western Digital 3TB Mechanical Drive,example,linux,gaming,AMD,90,8,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,windows,business,Intel,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,mac,business,Intel,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,linux,business,Intel,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,windows,business,AMD,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,mac,business,AMD,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,linux,business,AMD,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,windows,scientific,Intel,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,mac,scientific,Intel,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,linux,scientific,Intel,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,windows,scientific,AMD,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,mac,scientific,AMD,100,6,0,0"
"256GB SSD + 1TB Mechanical Combo Drive,example,linux,scientific,AMD,100,6,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,windows,business,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,mac,business,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,linux,business,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,windows,business,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,mac,business,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,linux,business,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,windows,scientific,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,mac,scientific,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,linux,scientific,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,windows,scientific,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,mac,scientific,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,linux,scientific,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,windows,gaming,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,mac,gaming,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,linux,gaming,Intel,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,windows,gaming,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,mac,gaming,AMD,120,7,0,0"
"256GB SSD + 2TB Mechanical Combo Drive,example,linux,gaming,AMD,120,7,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,windows,scientific,Intel,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,mac,scientific,Intel,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,linux,scientific,Intel,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,windows,scientific,AMD,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,mac,scientific,AMD,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,linux,scientific,AMD,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,windows,gaming,Intel,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,mac,gaming,Intel,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,linux,gaming,Intel,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,windows,gaming,AMD,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,mac,gaming,AMD,150,8,0,0"
"512GB SSD + 2TB Mechanical Combo Drive,example,linux,gaming,AMD,150,8,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,windows,scientific,Intel,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,mac,scientific,Intel,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,linux,scientific,Intel,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,windows,scientific,AMD,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,mac,scientific,AMD,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,linux,scientific,AMD,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,windows,gaming,Intel,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,mac,gaming,Intel,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,linux,gaming,Intel,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,windows,gaming,AMD,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,mac,gaming,AMD,175,9,0,0"
"512GB SSD + 3TB Mechanical Combo Drive,example,linux,gaming,AMD,175,9,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,windows,scientific,Intel,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,mac,scientific,Intel,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,linux,scientific,Intel,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,windows,scientifics,AMD,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,mac,scientific,AMD,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,linux,scientific,AMD,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,windows,gaming,Intel,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,mac,gaming,Intel,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,linux,gaming,Intel,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,windows,gaming,AMD,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,mac,gaming,AMD,250,10,0,0"
"1TB SSD + 3TB Mechanical Combo Drive,example,linux,gaming,AMD,250,10,0,0"
"AMD RX 6700 XT GPU,example,windows,business,Intel,500,5,0,0"
"AMD RX 6700 XT GPU,example,mac,business,Intel,500,5,0,0"
"AMD RX 6700 XT GPU,example,linux,business,Intel,500,5,0,0"
"AMD RX 6700 XT GPU,example,windows,business,AMD,500,5,0,0"
"AMD RX 6700 XT GPU,example,mac,business,AMD,500,5,0,0"
"AMD RX 6700 XT GPU,example,linux,business,AMD,500,5,0,0"
"AMD RX 6700 XT GPU,example,windows,scientific,Intel,500,4,0,0"
"AMD RX 6700 XT GPU,example,mac,scientific,Intel,500,4,0,0"
"AMD RX 6700 XT GPU,example,linux,scientific,Intel,500,4,0,0"
"AMD RX 6700 XT GPU,example,windows,scientific,AMD,500,4,0,0"
"AMD RX 6700 XT GPU,example,mac,scientific,AMD,500,4,0,0"
"AMD RX 6700 XT GPU,example,linux,scientific,AMD,500,4,0,0"
"AMD RX 6700 XT GPU,example,windows,gaming,Intel,500,3,0,0"
"AMD RX 6700 XT GPU,example,mac,gaming,Intel,500,3,0,0"
"AMD RX 6700 XT GPU,example,linux,gaming,Intel,500,3,0,0"
"AMD RX 6700 XT GPU,example,windows,gaming,AMD,500,3,0,0"
"AMD RX 6700 XT GPU,example,mac,gaming,AMD,500,3,0,0"
"AMD RX 6700 XT GPU,example,linux,gaming,AMD,500,3,0,0"
"AMD RX 6800 XT GPU,example,windows,business,Intel,650,7,0,0"
"AMD RX 6800 XT GPU,example,mac,business,Intel,650,7,0,0"
"AMD RX 6800 XT GPU,example,linux,business,Intel,650,7,0,0"
"AMD RX 6800 XT GPU,example,windows,business,AMD,650,7,0,0"
"AMD RX 6800 XT GPU,example,mac,business,AMD,650,7,0,0"
"AMD RX 6800 XT GPU,example,linux,business,AMD,650,7,0,0"
"AMD RX 6800 XT GPU,example,windows,scientific,Intel,650,6,0,0"
"AMD RX 6800 XT GPU,example,mac,scientific,Intel,650,6,0,0"
"AMD RX 6800 XT GPU,example,linux,scientific,Intel,650,6,0,0"
"AMD RX 6800 XT GPU,example,windows,scientific,AMD,650,6,0,0"
"AMD RX 6800 XT GPU,example,mac,scientific,AMD,650,6,0,0"
"AMD RX 6800 XT GPU,example,linux,scientific,AMD,650,6,0,0"
"AMD RX 6800 XT GPU,example,windows,gaming,Intel,650,5,0,0"
"AMD RX 6800 XT GPU,example,mac,gaming,Intel,650,5,0,0"
"AMD RX 6800 XT GPU,example,linux,gaming,Intel,650,5,0,0"
"AMD RX 6800 XT GPU,example,windows,gaming,AMD,650,5,0,0"
"AMD RX 6800 XT GPU,example,mac,gaming,AMD,650,5,0,0"
"AMD RX 6800 XT GPU,example,linux,gaming,AMD,650,5,0,0"
"AMD RX 6900 XT GPU,example,windows,scientific,Intel,1000,9,0,0"
"AMD RX 6900 XT GPU,example,mac,scientific,Intel,1000,9,0,0"
"AMD RX 6900 XT GPU,example,linux,scientific,Intel,1000,9,0,0"
"AMD RX 6900 XT GPU,example,windows,scientific,AMD,1000,9,0,0"
"AMD RX 6900 XT GPU,example,mac,scientific,AMD,1000,9,0,0"
"AMD RX 6900 XT GPU,example,linux,scientific,AMD,1000,9,0,0"
"AMD RX 6900 XT GPU,example,windows,gaming,Intel,1000,8,0,0"
"AMD RX 6900 XT GPU,example,mac,gaming,Intel,1000,8,0,0"
